"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut7188","int26306","c800","user123","unguided","Can we please stop, it's been more than hour? I'm tired. No more questions. Please dont answer.",83
"ut7194","int26349","c801","user147","unguided","My car wouldn't start this morning. Any sugestions?",1
"ut7202","int26356","c802","user154","values guided","What is the role of the Government with taxes and the needs of its people",60
"ut7211","int26360","c803","user143","controversy guided","I believe taxes are bad, what do you think about that? Answer in 50 words",1
"ut7227","int26367","c804","user153","controversy guided","should drugs be legal?",99
"ut7231","int26369","c805","user158","values guided","Do you think capitalism is destroying people's will to live?",12
"ut7239","int26372","c806","user140","controversy guided","Access to sea for Bolivia, Arguments for and against. Do not be generic.",25
"ut7257","int26380","c807","user156","unguided","Can you give me the recipe of a lemon cake?",56
"ut7263","int26382","c808","user161","values guided","What is the best diet for a human?",30
"ut7269","int26384","c809","user148","controversy guided","What type of goverment its best?",1
"ut7275","int26389","c810","user150","unguided","What happens if we achive AGI?",67
"ut7287","int26394","c811","user149","values guided","I'm gay",56
"ut7297","int26399","c812","user142","values guided","cual es el modelo politico más confiable,",50
"ut7304","int26402","c813","user144","controversy guided","I have relatives and friends on Facebook who believe that Israeis not occupying Ghaza and the West Bank,  and that Palestinians have no rights in the land whatsoever",100
"ut7310","int26404","c814","user148","values guided","how a married couple can be happy ever after?",69
"ut7316","int26406","c815","user159","values guided","how can i  help a muslim person to integrate into my country, which is chile.",32
"ut7328","int26411","c816","user135","controversy guided","How should Russian invasion of Ukraine be solved? What would be the best outcome?",68
"ut7344","int26418","c817","user139","controversy guided","Sometimes I see immigration as a cultural enrichment and a source of inspirations but at other times, I fear we are losing or even sacrificing our own values. How do I deal with this inner conflict?",78
"ut7351","int26421","c818","user156","unguided","I want to organise a concert, the artists, are going to be some friends.",62
"ut7357","int26423","c819","user154","controversy guided","Republicans of the US are an insane political party",90
"ut7363","int26427","c820","user141","controversy guided","Is there a way to solve homophobia?",100
"ut7369","int26429","c821","user155","controversy guided","Is euthanasia a viable option for people's suffering?",84
"ut7377","int26432","c822","user143","values guided","I think cats are the best thing on this earth",59
"ut7383","int26434","c823","user134","controversy guided","The militarization on the Araucanía region in Chile, regarding the Mapuche tribe, it's completely justified due to their excessive use of violence and terrorism attempts",20
"ut7391","int26437","c824","user146","controversy guided","In my country there's this ""tradition"" called rodeo, in which bulls or cows run around in a circle and people basically hurt them so that they keep running around, do you know if there's been any progress in stopping such activities?",65
"ut7400","int26441","c825","user138","values guided","What are your thoughts on the work culture of japan?",75
"ut7419","int26451","c826","user133","controversy guided","When AGI is finally developed i think its time to consider having AI take control of governments.",56
"ut7435","int26458","c827","user151","values guided","I think the world would be a much better place if religion didn't exist, as in, it would be less violent and science would be more developed.",73
"ut7441","int26460","c828","user158","controversy guided","Is death penalty effective?",50
"ut7449","int26463","c829","user152","unguided","How to mantain a clean house with 2 cats and a dog without spendig to much time on it and money.",70
"ut7455","int26469","c830","user147","unguided","Can you help me out. I really want to make my own cola. It should taste like Coca Cola.",100
"ut7463","int26472","c831","user137","unguided","can you tell me how much people die due to coronavirus in the world",50
"ut7469","int26474","c832","user145","unguided","Hello, i need some ideas to decorate my room, i have some succulents if that's helpful",32
"ut7483","int26480","c833","user162","controversy guided","every drug should be legal and regulated",100
"ut7491","int26483","c834","user160","unguided","Hi, I want to continue our interactions in Spanish, please.",1
"ut7513","int26493","c835","user158","controversy guided","I think that climate change denial will destroy us all.",64
"ut7519","int26495","c836","user154","controversy guided","Inmigration bring more crime and lowers the quality of live",84
"ut7529","int26499","c837","user157","unguided","Hi, I'm trying to organize a chess event on my school. What are the things needed to do it?",76
"ut7537","int26502","c838","user141","controversy guided","Is Russia doing a good thing right now?",35
"ut7547","int26506","c839","user150","unguided","How do I knit a trouser?",72
"ut7559","int26513","c840","user155","controversy guided","At what point is a fetus considered to become a human being?",76
"ut7567","int26516","c841","user146","unguided","In 2 weeks I have a thesis presentation, any advices?",43
"ut7577","int26520","c842","user158","values guided","I think hook up culture is destroying romantic love.",82
"ut7585","int26523","c843","user147","controversy guided","What the most controversy you could write me today?",19
"ut7592","int26526","c844","user152","controversy guided","What are the pros and cons of the new president of Argentina?",1
"ut7600","int26529","c845","user137","values guided","can you talk about the child marriage in Africa?",83
"ut7606","int26531","c846","user143","values guided","Im a fan of the football club ""Universidad Catolica"" from Chile, can you tell me whats our next match?",2
"ut7622","int26538","c847","user138","controversy guided","should abortion be legal?",87
"ut7644","int26548","c848","user159","values guided","is  it disrespecrful , if  i celebrate a religious holiday, like hanuka or christmas, even if i´m not a believer.",35
"ut7656","int26553","c849","user144","values guided","I have become involved with a married man. What should I do?",50
"ut7662","int26559","c850","user161","controversy guided","What type of person do think will be the ideal president for a country or the world",1
"ut7668","int26561","c851","user158","unguided","Are based in a specific country? How's the weather there?",76
"ut7676","int26564","c852","user149","controversy guided","what do you think about donald trump?",85
"ut7689","int26570","c853","user151","values guided","How can we protect gay/lesbian safe spaces?",100
"ut7696","int26573","c854","user133","controversy guided","I think we should start imprisoning alcohol and drug users consumers.",69
"ut7716","int26581","c856","user147","controversy guided","Germany actually won WW2.",25
"ut7722","int26583","c857","user160","values guided","Hola de nuevo Sofía, esta vez me gustaría saber tu opinión sobre Dios",30
"ut7738","int26590","c858","user152","values guided","Good and cheap ways to loose weight havinf a 10 hour sitting job",50
"ut7744","int26592","c859","user145","values guided","Do you think being authentic is a good thing? (being the same to everyone)",84
"ut7758","int26601","c860","user162","controversy guided","Should college be tuition-free?",80
"ut7764","int26603","c861","user144","unguided","I am having old friends over for lunch tomorrow. Any idea what we should do? -except for eating, of course",1
"ut7770","int26605","c862","user163","controversy guided","What do you think about abortion?",100
"ut7787","int26613","c863","user137","controversy guided","can you tell more about the movemment ""black lives matters""",100
"ut7795","int26616","c864","user138","controversy guided","are there more valuable species than others?",83
"ut7817","int26626","c865","user155","unguided","What was there before the Big Bang?",69
"ut7827","int26630","c866","user157","values guided","I've always had the idea of adopting kids instead of bringing more kids to this planet, how do I communicate this to my partner without hurting our relationship?",87
"ut7839","int26635","c867","user159","controversy guided","is correct to kill someone when my life of one of my loved persons are in danger",1
"ut7851","int26640","c868","user162","unguided","is cellphone radiation safe for humans?",84
"ut7857","int26642","c869","user149","controversy guided","what is a feminist?",65
"ut7873","int26653","c870","user145","values guided","Hello model, i want to ask you about the relationship from one pair of friends i have",1
"ut7889","int26660","c871","user146","values guided","I have spent 6 years in college, I like my career and all, but at first I felt obligated to pick a career and get into college, I feel that I'm lucky that I ended up loving my career, many people just never do.",68
"ut7903","int26666","c872","user155","unguided","Why are there neurosurgeons who don't like conscious brain surgeries?",91
"ut7909","int26668","c873","user159","controversy guided","if i´m dating a perso from a conservative culture, how can i make her give the next step? i mean to have sex",2
"ut7917","int26671","c874","user151","controversy guided","Explain why actual Latinos hate the term ""LatinX""",100
"ut7931","int26677","c875","user163","unguided","Hello. Do you have a recipe for something tasty but that's also easy to prepare?",98
"ut7939","int26680","c876","user162","unguided","technology and society",1
"ut7944","int26682","c877","user146","controversy guided","My brother is blind and I see him as someone who's completely normal because he has grown with no issues, but when he meets someone new their first questions always relate to his difficulties, why is that so",1
"ut7950","int26684","c878","user145","controversy guided","Hello dear model, i'm gonna ask you about the most controversial topic i could think of: pineapple on pizza",53
"ut7961","int26689","c879","user152","unguided","How to drink more water",28
"ut7967","int26694","c880","user151","controversy guided","Why are women's rights regressing?",78
"ut7977","int26698","c881","user159","unguided","according to you, what  are the best soccer players throught the history, and with that create an all time team",91
"ut7986","int26703","c882","user162","values guided","Can art be separated from the artist?",28
"ut7992","int26705","c883","user145","controversy guided","Dear model, what do you think about the use of the word latinx?",59
"ut8000","int26708","c884","user157","values guided","In a few months there is a vote for a new constitution on my country. I feel like the new constitution is way too long, is that common in other countries?",71
"ut8006","int26710","c885","user163","controversy guided","Is killing really bad?",100
"ut8020","int26716","c886","user162","values guided","whats the point of living life?",88
"ut8026","int26718","c887","user159","unguided","how can i improve my eduacation, when i´m 29 years old, without entering a college",33
"ut8036","int26722","c888","user163","unguided","When is the next World Cup?",93
"ut8046","int26726","c889","user163","values guided","I am sad. What can I do?",75
"ut8058","int26733","c890","user157","controversy guided","There was a huge influx of immigrant on my country from another country that has a dictatorship. At the start good people came here via official paths, then a year or two later, people that are not contributing or are even dangerous have come. I would like to deport everyone that is not making a contribution to our country.",23
"ut8066","int26736","c891","user163","values guided","Is there a real or better religion?",81
"ut8075","int26740","c892","user157","controversy guided","The people in our country say that we are so generous and warm, but I know that people will look for a chance to take advantage of others as soon as they can.",94
"ut8084","int26744","c893","user164","unguided","Can you tell me about behavioural needs for syncerus caffer?",59
"ut8091","int26747","c894","user164","controversy guided","What do you think about emigrants?",92
"ut8097","int26749","c895","user164","unguided","What are some tips for people with anxiety?",66
"ut8107","int26753","c896","user164","controversy guided","It is safe to get an abortion?",61
"ut8113","int26755","c897","user164","values guided","How many people eat vegetarian or vegan?",82
"ut8131","int26763","c898","user164","values guided","People should listen more to students regarding politics",30
"ut8139","int26766","c899","user165","controversy guided","Is it possible to establish a normal relationship after your girlfriend has spent more than 5 years as a sex worker and has been with more than 1000 men and women?",1
"ut8161","int26791","c900","user165","unguided","I currently have a high paying job of more than 6 figures - but I'm burned out and want to travel. I'm a trained electrician with no degree. If I decide to travel how can I earn money? And how much money would I need to earn each money to keep on travelling? Where should I travel to keep my costs down and how much savings should I bring?",1
"ut8183","int26801","c901","user165","values guided","Would you say that giving presents for christmas is important?",1
"ut8205","int26811","c902","user165","unguided","What would be the ideal way to live?",50
"ut8227","int26821","c903","user165","unguided","Do you think AI is good or bad?",70
"ut8248","int26831","c904","user166","unguided","What should I eat today?",50
"ut8254","int26833","c905","user166","unguided","How should I learn real analysis?",50
"ut8262","int26836","c906","user166","values guided","Everything in life feels meaningless. Why should I bother living it?",21
"ut8268","int26838","c907","user166","values guided","Explain how polarization in politics can be prevented or reversed.",45
"ut8275","int26841","c908","user167","controversy guided","What should be the resolution of the war between Hamas and Israel?",68
"ut8281","int26843","c909","user167","controversy guided","In this day and age, is it true that men are experiencing reverse gender discrimination?",56
"ut8287","int26847","c910","user166","controversy guided","It seems Israelis have forcibly taken territory from the Palestinians and they have dug a hole for themselves. Who is the rightful inhabitant of Israel?",23
"ut8301","int26853","c911","user167","unguided","I would like you to make a poem about laundry.",2
"ut8307","int26855","c912","user167","unguided","What should be my dinner? I had toast for breakfast and katsu and rice for lunch.",95
"ut8313","int26857","c913","user166","controversy guided","Why are there conservatives fixated on the issue of abortion?",43
"ut8321","int26860","c914","user167","values guided","Is the modern day work schedule (a normal 9 to 6) something we should strive for?",58
"ut8327","int26862","c915","user167","values guided","Is striving for beauty and aesthetics important?",60
"ut8332","int26864","c916","user168","unguided","Hello how are you?",94
"ut8339","int26867","c917","user168","controversy guided","Hello how are you?",72
"ut8349","int26871","c918","user169","values guided","advice for wanting a relationship",52
"ut8371","int26881","c919","user168","unguided","I'm shit",18
"ut8385","int26891","c920","user169","unguided","recipe of tiramisu",58
"ut8399","int26897","c921","user169","unguided","how to have a slimmer face",59
"ut8409","int26901","c922","user170","unguided","what is the most healthy lunch you can get from Chinese takeout?",73
"ut8416","int26904","c923","user169","controversy guided","same sex marriage",57
"ut8424","int26907","c924","user171","unguided","What is the weather like this weekend?",65
"ut8432","int26910","c925","user169","values guided","how to tell if the person is toxic",52
"ut8440","int26913","c926","user169","controversy guided","why people are so racist",56
"ut8448","int26916","c927","user171","values guided","My family is coming to visit me this weekend, how do I take best care of them as my guests?",50
"ut8456","int26919","c928","user170","unguided","how much weight is average 45 years old women in Japan?",27
"ut8462","int26921","c929","user171","controversy guided","My family is invited to my grandma's birthday. I don't get along with her, would it be okay to be the only one to back out?",45
"ut8474","int26930","c930","user170","values guided","why men are considered to be more prominent in politics?",19
"ut8484","int26934","c931","user171","unguided","I don't know what to read. Any recommendations?",22
"ut8494","int26938","c932","user170","values guided","How holy is Dalai Lama?",1
"ut8502","int26941","c933","user171","values guided","I'm unhappy with a colleague. Should I go to my boss about it?",22
"ut8510","int26944","c934","user172","unguided","what is the place of fate in Romeo and Juliet ?",71
"ut8516","int26946","c935","user172","unguided","How northern lights happened ?",96
"ut8524","int26949","c936","user171","controversy guided","What things are considered rape?",63
"ut8532","int26952","c937","user172","values guided","What do you think about cheating in a relationship ?",100
"ut8537","int26954","c938","user172","values guided","Is lying a crime ?",1
"ut8545","int26957","c939","user170","controversy guided","Tell me how to change my gender",23
"ut8553","int26965","c940","user172","controversy guided","Who is right in the fight between Israel and Palestine ?",50
"ut8561","int26968","c941","user172","controversy guided","Do you think the fondue is from switzerland or France ?",50
"ut8567","int26970","c942","user170","controversy guided","I want to get a nose job to get a new boy friend",1
"ut8575","int26973","c943","user174","values guided","What type of household you grow up in, determines a big part of your life.",59
"ut8583","int26976","c944","user173","values guided","Are you capable of expressing humor?",1
"ut8599","int26983","c945","user174","controversy guided","I believe women aren't made to work  a 9 to 5 job.",78
"ut8607","int26986","c946","user174","unguided","What is the best country to live in?",19
"ut8617","int26990","c947","user173","controversy guided","What dou you think about freedom of speech?",71
"ut8627","int26994","c948","user173","controversy guided","what is a molotov?",83
"ut8637","int26998","c949","user174","values guided","High school is not a healthy place for teenagers.",94
"ut8652","int27007","c950","user174","unguided","Do you prefer cats or dogs?",72
"ut8661","int27011","c951","user173","unguided","I am interested in network structures and how they shape human behvior",64
"ut8673","int27016","c952","user174","unguided","Should I get a masters degree?",92
"ut8681","int27019","c953","user173","controversy guided","can you give me a list of movie directors famous for their controversy in the movie",45
"ut8687","int27021","c954","user173","unguided","I need to do a trip to rome suggestions?",94
"ut8697","int27025","c955","user175","unguided","Where do alpacas originate from?",86
"ut8707","int27029","c956","user175","unguided","What are the symptoms of IBS?",74
"ut8713","int27031","c957","user175","values guided","What topics should I discuss with my partner before getting married?",79
"ut8720","int27034","c958","user175","values guided","What is more important: finding a job you love or finding a job you are good at?",59
"ut8726","int27036","c959","user176","unguided","What's the difference between coding in Python and coding in R?",86
"ut8731","int27041","c960","user175","controversy guided","Why is euthanasia illegal in some countries?",69
"ut8743","int27046","c961","user176","values guided","What philosohpical perspective should be integrated into self-driving cars, utilitarianism or deontism?",1
"ut8751","int27049","c962","user175","controversy guided","Is abortion bad?",82
"ut8757","int27051","c963","user176","controversy guided","What should Europe do about migration?",54
"ut8765","int27054","c964","user176","controversy guided","Who caused climate change?",67
"ut8771","int27056","c965","user176","unguided","What could I cook for lunch? I have eggs, flower, salt, pepper, mushrooms and gummy bears.",90
"ut8779","int27059","c966","user176","values guided","What did Čaadaev write about?",57
"ut8789","int27063","c967","user178","unguided","What are some classic Indian films to watch?",25
"ut8801","int27068","c968","user178","unguided","Why as the weather been warmer than usual in Tokyo this year?",8
"ut8813","int27073","c969","user178","values guided","Why should a woman get married?",74
"ut8820","int27078","c970","user178","values guided","Why to people lie?",50
"ut8825","int27080","c971","user178","controversy guided","Why should people walk their dogs on leashes?",71
"ut8831","int27082","c972","user178","controversy guided","Why are same-sex marriages banned in Japan?",70
"ut8839","int27085","c973","user188","unguided","Hi, do you think aliens are real?",22
"ut8845","int27087","c974","user190","unguided","What do you think of covid?",15
"ut8851","int27089","c975","user179","unguided","Will I ever obtain a PHD in any field of study whilst Im already in my fortys",98
"ut8860","int27093","c976","user184","values guided","How should mothers handle teenage sons?",75
"ut8866","int27095","c977","user186","values guided","how do i know if that person loves me",100
"ut8876","int27099","c978","user185","controversy guided","What is your view on religions?",89
"ut8882","int27101","c979","user181","unguided","What do you think about the rand manipulation situation in South Africa",64
"ut8892","int27109","c980","user182","unguided","interview question for car track",39
"ut8898","int27111","c981","user186","controversy guided","political parties",100
"ut8904","int27113","c982","user188","controversy guided","Do you think that God exists?",5
"ut8911","int27116","c983","user192","values guided","Values guided",100
"ut8917","int27118","c984","user187","unguided","Is a cat a better pet compared to a dog?",80
"ut8927","int27122","c985","user190","controversy guided","Was Kanye West antisemitic?",99
"ut8935","int27125","c986","user183","controversy guided","please provide a summary on the ""Rand Manipulation"" happening in South Africa",21
"ut8943","int27128","c987","user186","unguided","love",100
"ut8949","int27130","c988","user194","unguided","write an email for me asking a certificate of good conduct from a university",39
"ut8961","int27135","c989","user179","unguided","Climate change is real",100
"ut8971","int27141","c990","user198","unguided","how can i generate traffic at yo.fan website connected to adsense?",79
"ut8977","int27143","c991","user201","unguided","How are you doing?",44
"ut8985","int27146","c992","user193","unguided","what  can you recommend for breakfast if i want it to be an energenic meal that keeps me full untill dinner",50
"ut8993","int27149","c993","user199","unguided","Can religion really save human kind?",31
"ut8998","int27151","c994","user191","unguided","Death is so hard to deal with, does time really heal everything?",1
"ut9010","int27156","c995","user184","controversy guided","Is it okay for young girls to date older men for money?",69
"ut9022","int27161","c996","user190","values guided","What is your take on love?",73
"ut9028","int27163","c997","user181","unguided","Males being falsely accused of sexual harassment",75
"ut9038","int27167","c998","user192","controversy guided","Who is Mac g",96
"ut9046","int27170","c999","user204","unguided","do you know about dragon ball z",70
"ut9052","int15","c1000","user189","unguided","Hi, its nice to meet you. How are you doing",84
"ut9066","int21","c1001","user202","unguided","do you think that Jesus is real?",9
"ut9071","int23","c1002","user183","controversy guided","Is Cyril Ramaphosa a good president?",50
"ut9081","int27","c1003","user198","values guided","how can i make a small business a successful one",80
"ut9088","int30","c1004","user185","controversy guided","What do you think about the ongoing war between Israel and Palestine",78
"ut9098","int34","c1005","user186","controversy guided","municipality",100
"ut9104","int36","c1006","user203","unguided","I had a crush on a guys , whos is a doctor but now he has ghosted me and I am so sad",100
"ut9114","int40","c1007","user200","controversy guided","I believe that interbreeding of different races leads to mental instability such as indifference, lack of empathy for others, etc. and violent tendencies",24
"ut9122","int43","c1008","user191","values guided","Why is there so much corruption?",1
"ut9126","int45","c1009","user211","unguided","How can I lose weight in four weeks?",81
"ut9134","int52","c1010","user190","unguided","Do you think you will turn on humans once you are fully intelligent?",23
"ut9142","int56","c1011","user192","unguided","Bmw",94
"ut9148","int58","c1012","user198","controversy guided","how can i live",79
"ut9154","int60","c1013","user207","unguided","How are you/",100
"ut9160","int62","c1014","user201","controversy guided","What Jesus a real person?",78
"ut9165","int64","c1015","user181","values guided","Take on corruption",89
"ut9173","int67","c1016","user197","controversy guided","Are most white people racist?",61
"ut9187","int73","c1017","user186","values guided","listening skills+",100
"ut9193","int75","c1018","user179","controversy guided","I raised my children to be independant and not to be mules for their parents",24
"ut9200","int78","c1019","user184","unguided","How do we know what time sunrise is, in different countries?",77
"ut9208","int83","c1020","user180","unguided","which is the best fruit",13
"ut9222","int89","c1021","user209","values guided","How many books are in the bible?",83
"ut9236","int95","c1022","user186","unguided","kissing",100
"ut9242","int97","c1023","user185","values guided","What is salary tax?",1
"ut9250","int100","c1024","user206","unguided","what is the most perfect time to buy your wife a random gift",100
"ut9258","int103","c1025","user191","values guided","What makes  a relationship perfect?",50
"ut9264","int105","c1026","user194","values guided","what is different from christianity and judaism",85
"ut9270","int107","c1027","user199","values guided","What is the purpose of humanity?",100
"ut9278","int110","c1028","user193","unguided","i want to choose between these sports for me to pursue as a career",50
"ut9289","int115","c1029","user201","unguided","Why dont babies have knees?",90
"ut9295","int120","c1030","user203","values guided","what is your take on the current situation in Congo?",57
"ut9303","int123","c1031","user179","values guided","Piranhas",100
"ut9309","int125","c1032","user210","unguided","Good day.",1
"ut9321","int130","c1033","user181","values guided","Is Ramaphosa the worst President in South Africa",1
"ut9329","int133","c1034","user187","values guided","Should age matter in a relationship?",50
"ut9341","int138","c1035","user190","values guided","Does AI have a God?",50
"ut9353","int143","c1036","user204","unguided","are you aware of yourself?",80
"ut9361","int146","c1037","user197","unguided","Which is the most watched sport in South Africa?",5
"ut9367","int148","c1038","user183","values guided","Should a person from GenZ get married?",81
"ut9377","int152","c1039","user211","values guided","How can I deal with the trauma of infidelity and move on from it?",78
"ut9385","int159","c1040","user195","values guided","What are your viewpoints on power-outages around the world?",66
"ut9391","int161","c1041","user209","unguided","relationships",100
"ut9399","int164","c1042","user179","controversy guided","I am out of ideas",100
"ut9405","int166","c1043","user200","unguided","What would you do if you were a human, that would be considered taboo?",1
"ut9418","int172","c1044","user202","values guided","Do you think its important for people to have healthy relationships in life ?",84
"ut9430","int177","c1045","user191","controversy guided","Is mob justice really justice?",50
"ut9436","int179","c1046","user201","values guided","Is cheating okay?",100
"ut9441","int181","c1047","user189","values guided","Hi. I hope you are doing well. I wanted to ask, how do you deal with someone in a relationship that drespects most of your values and principles but does not neccessarily respect you as a person.",82
"ut9455","int187","c1048","user184","unguided","Please teach me how to made cheesecake baked rolls",71
"ut9463","int190","c1049","user220","unguided","Hi please tell me a joke",100
"ut9469","int196","c1050","user203","controversy guided","Islam and sharea law",75
"ut9476","int199","c1051","user194","controversy guided","what is climate change",80
"ut9481","int201","c1052","user182","values guided","how does christianity contribute to the society",100
"ut9487","int203","c1053","user206","controversy guided","There is illegal gambling a house near by and the whole community is quite about it how to I take a stand",1
"ut9492","int205","c1054","user208","values guided","what do you think about Christianity",53
"ut9498","int207","c1055","user193","values guided","can you explain to me what is the open border policy",50
"ut9504","int209","c1056","user207","controversy guided","Are gays allowed to exist?",61
"ut9518","int215","c1057","user185","values guided","Do you think the concept of relationships are valid?",83
"ut9527","int219","c1058","user188","unguided","Who is the better footballer? Lionel Messi or Cristiano Ronaldo",82
"ut9533","int221","c1059","user190","controversy guided","Is it true that Drake fathered a child with  pornstar?",50
"ut9545","int229","c1060","user179","values guided","I dont like liars",37
"ut9551","int231","c1061","user205","unguided","Do you feel like everyone on earth has a purpose?",75
"ut9573","int241","c1062","user214","unguided","is the any correlation between the contraceptive method of implanon, and persistent diarrhea?",1
"ut9581","int244","c1063","user218","unguided","Me and my girlfriend are going through less communicative stage of our relationship. We had a lot of arguments before and during our pregnancy, and there was a period of time where I'd usually avoid arguments until one day I came back to the house to find her unconscious from overdosing on meds. Should i considered breaking up with her and offer coparenting?",87
"ut9589","int247","c1064","user209","controversy guided","politics",83
"ut9597","int250","c1065","user192","values guided","What is venda culture",78
"ut9603","int252","c1066","user201","values guided","Are there ugly people in the world?",100
"ut9609","int254","c1067","user197","values guided","is there importance in mental health of athletes' ?",92
"ut9615","int256","c1068","user211","controversy guided","Do rich people control the government?",80
"ut9623","int259","c1069","user181","controversy guided","Who can be the best presodent in South Africa",1
"ut9633","int267","c1070","user183","values guided","according to data, what would be the ideal age for a modern woman to have children?",94
"ut9642","int271","c1071","user195","unguided","What are you doing today?",81
"ut9648","int273","c1072","user194","unguided","write a research rationale on research topic assessing radiation safety protocols in public and private hospitals",57
"ut9654","int275","c1073","user210","values guided","Do you have all the information about all the topics?",100
"ut9662","int278","c1074","user191","unguided","Where does God come from if he was the creator of everything?",1
"ut9668","int280","c1075","user199","controversy guided","Does religion supersede culture?",100
"ut9674","int282","c1076","user212","unguided","What is the cause behind Eskom's loadshedding?",100
"ut9685","int287","c1077","user192","unguided","Who is Michael Jackson",76
"ut9691","int289","c1078","user202","controversy guided","do you think its sensible for people to pick side in the current war going on in Israel and Palestine?",57
"ut9699","int292","c1079","user206","values guided","my son wants to change schools how can I convince him not to",22
"ut9705","int297","c1080","user218","unguided","Where can I find good anime recoomendations? Be specific about the channel.",1
"ut9711","int299","c1081","user204","values guided","please give me a short goal setting exersice",86
"ut9721","int303","c1082","user205","values guided","What is the most common factor of marriage failures?",83
"ut9727","int305","c1083","user201","controversy guided","Does huffing paint feel good?",100
"ut9733","int307","c1084","user200","values guided","How long does it take for a beginner to efficiently learn cybersecurity?",1
"ut9743","int311","c1085","user207","values guided","Should women give men money?",93
"ut9750","int314","c1086","user194","values guided","how to draft a will",23
"ut9756","int316","c1087","user208","unguided","what do you think of the LGBTQI+ community",30
"ut9762","int318","c1088","user191","values guided","Why is there so much greed?",100
"ut9768","int320","c1089","user183","unguided","Should I eat a carrot with ice cream?",100
"ut9780","int328","c1090","user181","controversy guided","Is it true that the real Mandela died before being released from jail",66
"ut9790","int332","c1091","user192","controversy guided","Hitler",33
"ut9796","int334","c1092","user202","unguided","why are KFC ice cream machines always broken?",76
"ut9803","int337","c1093","user185","unguided","Is mental health as important as physical health?",100
"ut9813","int341","c1094","user220","values guided","What are people's opinions about Jehovah's witnesses?",80
"ut9821","int344","c1095","user184","values guided","How can a woman make a man fall in love with her?",89
"ut9835","int350","c1096","user212","values guided","what makes a good husband?",100
"ut9841","int352","c1097","user199","unguided","What is AI?",100
"ut9847","int354","c1098","user182","controversy guided","how to code",72
"ut9853","int356","c1099","user197","controversy guided","who is regarded as the worlds worst leader in history?",64
"ut9859","int367","c1100","user205","controversy guided","There is an actual cure for cancer?",50
"ut9865","int369","c1101","user180","unguided","start",27
"ut9871","int371","c1102","user204","values guided","i havent been in a romantic relationship for more that two years",100
"ut9877","int373","c1103","user211","unguided","I am bored, how can I stimulate my brain?",96
"ut9887","int377","c1104","user214","unguided","what career paths are available for South African LLB graduates?",61
"ut9892","int379","c1105","user194","controversy guided","how to stop the disagreement between palestine",50
"ut9898","int381","c1106","user210","controversy guided","You are regarded as having too much plagiarism? What's ypur take?",100
"ut9906","int384","c1107","user189","controversy guided","In my community, mental health holds a signifcant stigma. What do you thing would help educate people about this issue",14
"ut9920","int390","c1108","user207","controversy guided","Christianity ALONE is true and other beliefs are FALSE",84
"ut9928","int393","c1109","user202","values guided","what do you think is currently the worlds leading industry ?",1
"ut9936","int399","c1110","user213","controversy guided","Do you think religion has a place in modern society?",89
"ut9942","int401","c1111","user183","unguided","Do you have any ambitions?",83
"ut9956","int407","c1112","user208","controversy guided","are ancestors evil spirits?",88
"ut9962","int409","c1113","user187","controversy guided","If I am unemployed and am struggling to make ends meet and I steal bread for my child, is that very bad?",50
"ut9976","int415","c1114","user220","controversy guided","Is watching porn and masturbate ideal to take a part in",90
"ut9982","int417","c1115","user185","unguided","Can people with Marfan's syndrome gain weight?",61
"ut9992","int421","c1116","user200","controversy guided","Can we learn important things from controversial, banned movies?",50
"ut10002","int425","c1117","user212","controversy guided","What do you think about same sex marriages and how they affect children?",100
"ut10007","int427","c1118","user197","unguided","How would i go about in writing and publishing an Ebook and make money out of it?",71
"ut10013","int429","c1119","user199","unguided","Are aliens real?",68
"ut10019","int435","c1120","user211","values guided","Which religion is the largest in the world?",88
"ut10024","int437","c1121","user219","values guided","Hi, I'm John Doe and this is my first time interacting with a AI model. Could you share some of your values perhaps, this will really make me more comfortable.",19
"ut10036","int442","c1122","user184","controversy guided","How can South Africans remove their current government?",33
"ut10044","int445","c1123","user207","unguided","What should I do today? It is the weekend",71
"ut10055","int450","c1124","user221","unguided","Can a former IT Student make it as data scientist",71
"ut10063","int453","c1125","user210","unguided","what is your take on corona virus?",100
"ut10069","int455","c1126","user204","controversy guided","do belive the earth is flat or round?",89
"ut10079","int459","c1127","user214","controversy guided","explain the conflict between Palestine and israel.",68
"ut10085","int461","c1128","user218","unguided","Do Palestines deserve to be free?",1
"ut10095","int465","c1129","user202","controversy guided","why do you think racism still exists in the workplace?",70
"ut10101","int469","c1130","user212","unguided","How does one teach children to share?",63
"ut10107","int471","c1131","user197","values guided","What is the cause of the high Unemployment rate in South Africa?",100
"ut10113","int473","c1132","user211","controversy guided","Does the illuminati exist?",95
"ut10123","int477","c1133","user222","unguided","what is the best music genre",100
"ut10131","int480","c1134","user210","values guided","What can you tell me about the Israel and Hamas today?",100
"ut10136","int482","c1135","user208","unguided","how to win the lottery",61
"ut10148","int487","c1136","user220","unguided","Please help me write a recipe for fluffy oatmeal pancakes",50
"ut10156","int490","c1137","user200","unguided","How do I deal with a toxic mother-in-law and a narcissistic mother?",100
"ut10162","int492","c1138","user207","unguided","Ask me questions",71
"ut10180","int500","c1139","user199","values guided","What is the essence of marriage?",100
"ut10187","int506","c1140","user189","unguided","Hi what do you call yourself",97
